ID,person1ID,person2ID,startYearType,startYear,endYearType,endYear
100020085,10000964,10012748,AF/IN,1648,BF/IN,1687
100020086,10000964,10013084,AF/IN,1632,BF/IN,1687
100020089,10000965,10004168,AF/IN,1645,BF/IN,1681
100020090,10000965,10004807,AF/IN,1648,BF/IN,1681
100020091,10000965,10007316,AF/IN,1645,BF/IN,1680
100020094,10000965,10012337,AF/IN,1645,BF/IN,1681
100020095,10000965,10012358,AF/IN,1645,BF/IN,1681
100020097,10000966,10000982,AF/IN,1673,BF/IN,1728
100020098,10000966,10001410,AF/IN,1674,BF/IN,1728
100020101,10000966,10002496,AF/IN,1675,BF/IN,1728
100020102,10000966,10002681,AF/IN,1676,BF/IN,1728
100020103,10000966,10002721,AF/IN,1673,BF/IN,1713
100020105,10000966,10004046,AF/IN,1673,BF/IN,1706
100020106,10000966,10004047,AF/IN,1673,BF/IN,1699
100020109,10000966,10006941,AF/IN,1673,BF/IN,1712
100020110,10000966,10008122,AF/IN,1673,BF/IN,1684
100020111,10000966,10008831,AF/IN,1673,BF/IN,1712
100020113,10000966,10010346,AF/IN,1673,BF/IN,1724
100020115,10000966,10010959,AF/IN,1673,BF/IN,1680
100020117,10000966,10011193,AF/IN,1673,BF/IN,1710
100020118,10000966,10011845,AF/IN,1673,BF/IN,1699
100020120,10000966,10012297,AF/IN,1691,BF/IN,1728
100020122,10000966,10012670,AF/IN,1688,BF/IN,1728
100020123,10000966,10013136,AF/IN,1673,BF/IN,1727
100020125,10000967,10006824,AF/IN,1472,BF/IN,1582
100020126,10000967,10012182,AF/IN,1566,BF/IN,1582
100020129,10000968,10006158,AF/IN,1614,BF/IN,1625
100020130,10000968,10006160,AF/IN,1606,BF/IN,1625
100020131,10000968,10006346,AF/IN,1550,BF/IN,1600
100020133,10000968,10007175,AF/IN,1573,BF/IN,1625
100020134,10000968,10008030,AF/IN,1550,BF/IN,1617
100020137,10000968,10008862,AF/IN,1611,BF/IN,1625
100020138,10000968,10009287,AF/IN,1580,BF/IN,1625
100020140,10000968,10011430,AF/IN,1552,BF/IN,1605
100020141,10000968,10011670,AF/IN,1600,BF/IN,1625
100020144,10000969,10001097,AF/IN,1605,BF/IN,1668
100020145,10000969,10001962,AF/IN,1605,BF/IN,1623
100020146,10000969,10003060,AF/IN,1626,BF/IN,1683
100020148,10000969,10004656,AF/IN,1628,BF/IN,1679
100020150,10000969,10005597,AF/IN,1616,BF/IN,1660
100020154,10000969,10008589,AF/IN,1605,BF/IN,1661
100020155,10000969,10008590,AF/IN,1605,BF/IN,1683
100020156,10000969,10009592,AF/IN,1605,BF/IN,1610
100020159,10000969,10010595,AF/IN,1605,BF/IN,1652
100020160,10000969,10012057,AF/IN,1642,BF/IN,1660
100020162,10000969,10012738,AF/IN,1659,BF/IN,1683
100020163,10000969,10012741,AF/IN,1653,BF/IN,1683
100020166,10000970,10004343,AF/IN,1519,BF/IN,1534
100020167,10000970,10005704,AF/IN,1447,BF/IN,1534
100020168,10000970,10007790,AF/IN,1424,BF/IN,1510
100020170,10000970,10012118,AF/IN,1457,BF/IN,1509
100020171,10000970,10012119,AF/IN,1491,BF/IN,1534
100020174,10000971,10001354,AF/IN,1699,BF/IN,1720
100020175,10000971,10001355,AF/IN,1699,BF/IN,1754
100020177,10000971,10001870,AF/IN,1699,BF/IN,1752
100020178,10000971,10001935,AF/IN,1699,BF/IN,1732
100020180,10000971,10002099,AF/IN,1699,BF/IN,1729
100020182,10000971,10002734,AF/IN,1699,BF/IN,1716
100020183,10000971,10003680,AF/IN,1699,BF/IN,1762
100020185,10000971,10005076,AF/IN,1699,BF/IN,1762
100020187,10000971,10005996,AF/IN,1699,BF/IN,1761
100020188,10000971,10006594,AF/IN,1699,BF/IN,1762
100020190,10000971,10006657,AF/IN,1699,BF/IN,1762
100020191,10000971,10007155,AF/IN,1699,BF/IN,1762
100020194,10000971,10008288,AF/IN,1699,BF/IN,1762
100020195,10000971,10008847,AF/IN,1699,BF/IN,1727
100020196,10000971,10009488,AF/IN,1699,BF/IN,1726
100020198,10000971,10012392,AF/IN,1699,BF/IN,1731
100020199,10000971,10012522,AF/IN,1699,BF/IN,1758
100020202,10000971,10013040,AF/IN,1699,BF/IN,1753
100020203,10000972,10001358,AF/IN,1590,BF/IN,1672
100020205,10000972,10003105,AF/IN,1617,BF/IN,1679
100020206,10000972,10003915,AF/IN,1681,BF/IN,1679
100020209,10000972,10004173,AF/IN,1599,BF/IN,1658
100020210,10000972,10004523,AF/IN,1569,BF/IN,1661
100020211,10000972,10004524,AF/IN,1624,BF/IN,1679
100020213,10000972,10007210,AF/IN,1630,BF/IN,1679
100020215,10000972,10008713,AF/IN,1618,BF/IN,1660
100020219,10000972,10010278,AF/IN,1663,BF/IN,1679
100020220,10000972,10011613,AF/IN,1571,BF/IN,1679
100020221,10000972,10013121,AF/IN,1622,BF/IN,1656
100020224,10000973,10001117,AF/IN,1689,BF/IN,1743
100020225,10000973,10001870,AF/IN,1692,BF/IN,1752
100020227,10000973,10002497,AF/IN,1689,BF/IN,1750
100020228,10000973,10002681,AF/IN,1689,BF/IN,1729
100020231,10000973,10004820,AF/IN,1689,BF/IN,1748
100020232,10000973,10005545,AF/IN,1689,BF/IN,1741
100020233,10000973,10005756,AF/IN,1689,BF/IN,1735
100020235,10000973,10006462,AF/IN,1689,BF/IN,1752
100020236,10000973,10006571,AF/IN,1689,BF/IN,1738
100020240,10000973,10007674,AF/IN,1689,BF/IN,1721
100020241,10000973,10009828,AF/IN,1689,BF/IN,1744
100020242,10000973,10009863,AF/IN,1689,BF/IN,1747
100020243,10000973,10010540,AF/IN,1689,BF/IN,1743
100020245,10000973,10010851,AF/IN,1693,BF/IN,1752
100020248,10000973,10011405,AF/IN,1696,BF/IN,1744
100020249,10000973,10011775,AF/IN,1689,BF/IN,1737
100020252,10000973,10012482,AF/IN,1689,BF/IN,1745
100020253,10000973,10012768,AF/IN,1689,BF/IN,1752
100020254,10000973,10012934,AF/IN,1689,BF/IN,1752
100020257,10000974,10010200,AF/IN,1676,BF/IN,1689
100020259,10000974,10011975,AF/IN,1676,BF/IN,1694
100020260,10000974,10013245,AF/IN,1690,BF/IN,1731
100020261,10000974,10013308,AF/IN,1676,BF/IN,1702
100020262,10000975,10001346,AF/IN,1503,BF/IN,1549
100020264,10000975,10001892,AF/IN,1485,BF/IN,1545
100020266,10000975,10004080,AF/IN,1504,BF/IN,1549
100020268,10000975,10006046,AF/IN,1497,BF/IN,1543
100020269,10000975,10007044,AF/IN,1537,BF/IN,1549
100020271,10000975,10008882,AF/IN,1500,BF/IN,1536
100020273,10000975,10012116,AF/IN,1537,BF/IN,1549
100020275,10000976,10001167,AF/IN,1682,BF/IN,1726
100020276,10000976,10001616,AF/IN,1689,BF/IN,1745
100020277,10000976,10001988,AF/IN,1682,BF/IN,1729
100020280,10000976,10003826,AF/IN,1699,BF/IN,1754
100020281,10000976,10004432,AF/IN,1685,BF/IN,1747
100020285,10000976,10005944,AF/IN,1685,BF/IN,1750
100020286,10000976,10006002,AF/IN,1682,BF/IN,1725
100020287,10000976,10006004,AF/IN,1682,BF/IN,1719
100020290,10000976,10007910,AF/IN,1700,BF/IN,1754
100020291,10000976,10008397,AF/IN,1689,BF/IN,1754
100020293,10000976,10009698,AF/IN,1682,BF/IN,1694
100020294,10000976,10009739,AF/IN,1699,BF/IN,1748
100020297,10000976,10010372,AF/IN,1682,BF/IN,1712
100020298,10000976,10010528,AF/IN,1682,BF/IN,1754
100020299,10000976,10010719,AF/IN,1697,BF/IN,1743
100020301,10000976,10011891,AF/IN,1700,BF/IN,1748
100020303,10000976,10012482,AF/IN,1682,BF/IN,1745
100020305,10000977,10001252,AF/IN,1593,BF/IN,1631
100020306,10000977,10004118,AF/IN,1593,BF/IN,1671
100020307,10000977,10004119,AF/IN,1593,BF/IN,1629
100020310,10000977,10008390,AF/IN,1625,BF/IN,1671
100020311,10000977,10008391,AF/IN,1635,BF/IN,1665
100020313,10000977,10009710,AF/IN,1593,BF/IN,1670
100020314,10000977,10011670,AF/IN,1600,BF/IN,1649
100020317,10000978,10001013,AF/IN,1513,BF/IN,1565
100020318,10000978,10001031,AF/IN,1513,BF/IN,1570
100020319,10000978,10001051,AF/IN,1518,BF/IN,1579
100020321,10000978,10001442,AF/IN,1513,BF/IN,1555
100020322,10000978,10001749,AF/IN,1513,BF/IN,1577
100020325,10000978,10002643,AF/IN,1520,BF/IN,1571
100020326,10000978,10002645,AF/IN,1530,BF/IN,1579
100020327,10000978,10002797,AF/IN,1569,BF/IN,1579
100020329,10000978,10003160,AF/IN,1532,BF/IN,1579
100020331,10000978,10003747,AF/IN,1532,BF/IN,1579
100020333,10000978,10004684,AF/IN,1513,BF/IN,1555
100020334,10000978,10004854,AF/IN,1513,BF/IN,1579
100020335,10000978,10004919,AF/IN,1517,BF/IN,1579
100020336,10000978,10004962,AF/IN,1521,BF/IN,1579
100020339,10000978,10006190,AF/IN,1513,BF/IN,1579
100020340,10000978,10006191,AF/IN,1564,BF/IN,1579
100020342,10000978,10006425,AF/IN,1513,BF/IN,1555
100020343,10000978,10006621,AF/IN,1522,BF/IN,1571
100020345,10000978,10007171,AF/IN,1513,BF/IN,1555
100020349,10000978,10008939,AF/IN,1516,BF/IN,1579
100020350,10000978,10009104,AF/IN,1513,BF/IN,1559
100020351,10000978,10009188,AF/IN,1524,BF/IN,1579
100020354,10000978,10010299,AF/IN,1513,BF/IN,1555
100020355,10000978,10010479,AF/IN,1513,BF/IN,1557
100022942,10001074,10003491,AF/IN,1627,BF/IN,1653
100022944,10001074,10005133,AF/IN,1633,BF/IN,1653
100022945,10001074,10011281,AF/IN,1628,BF/IN,1653
100022947,10001076,10001081,AF/IN,1660,BF/IN,1663
100022948,10001076,10003894,AF/IN,1643,BF/IN,1681
100022950,10001076,10012907,AF/IN,1650,BF/IN,1678
100022952,10001077,10002827,AF/IN,1615,BF/IN,1662
100022953,10001077,10003026,AF/IN,1615,BF/IN,1691
100022956,10001077,10004419,AF/IN,1644,BF/IN,1691
100022958,10001077,10005244,AF/IN,1618,BF/IN,1691
100022959,10001077,10005312,AF/IN,1615,BF/IN,1661
100022961,10001077,10005544,AF/IN,1664,BF/IN,1691
100022963,10001077,10005550,AF/IN,1661,BF/IN,1691
100022964,10001077,10005681,AF/IN,1615,BF/IN,1668
100022966,10001077,10007340,AF/IN,1615,BF/IN,1682
100022967,10001077,10007464,AF/IN,1615,BF/IN,1661
100022969,10001077,10008048,AF/IN,1621,BF/IN,1678
100022970,10001077,10008067,AF/IN,1615,BF/IN,1674
100020357,10000978,10010660,AF/IN,1513,BF/IN,1554
100020358,10000978,10010661,AF/IN,1517,BF/IN,1579
100020359,10000978,10010701,AF/IN,1513,BF/IN,1579
100020362,10000978,10011985,AF/IN,1580,BF/IN,1579
100020363,10000978,10011986,AF/IN,1513,BF/IN,1579
100020365,10000978,10012122,AF/IN,1516,BF/IN,1558
100020366,10000978,10012175,AF/IN,1513,BF/IN,1579
100022941,10001074,10003228,AF/IN,1650,BF/IN,1653
100022975,10001077,10008800,AF/IN,1622,BF/IN,1691
100022977,10001077,10009338,AF/IN,1632,BF/IN,1691
100022978,10001077,10009386,AF/IN,1641,BF/IN,1691
100022981,10001077,10010420,AF/IN,1615,BF/IN,1683
100022982,10001077,10010919,AF/IN,1633,BF/IN,1691
100022983,10001077,10011670,AF/IN,1615,BF/IN,1649
100022986,10001077,10011690,AF/IN,1662,BF/IN,1691
100022988,10001077,10011822,AF/IN,1624,BF/IN,1678
100022991,10001078,10004168,AF/IN,1651,BF/IN,1686
100022992,10001078,10007690,AF/IN,1657,BF/IN,1710
100022993,10001078,10008915,AF/IN,1651,BF/IN,1710
100022994,10001078,10011690,AF/IN,1662,BF/IN,1694
100022996,10001078,10012413,AF/IN,1657,BF/IN,1710
100022997,10001078,10012460,AF/IN,1651,BF/IN,1687
100022999,10001078,10013308,AF/IN,1651,BF/IN,1702
100023000,10001079,10005543,AF/IN,1624,BF/IN,1680
100023002,10001079,10005550,AF/IN,1661,BF/IN,1680
100023003,10001079,10005872,AF/IN,1620,BF/IN,1661
100023005,10001079,10008052,AF/IN,1670,BF/IN,1680
100023007,10001079,10012090,AF/IN,1658,BF/IN,1680
100023008,10001079,10012463,AF/IN,1620,BF/IN,1668
100023010,10001080,10001287,AF/IN,1622,BF/IN,1678
100023011,10001080,10001288,AF/IN,1675,BF/IN,1678
100023014,10001080,10001675,AF/IN,1608,BF/IN,1659
100023016,10001080,10001933,AF/IN,1608,BF/IN,1666
100023018,10001080,10002180,AF/IN,1608,BF/IN,1678
100023019,10001080,10002384,AF/IN,1608,BF/IN,1665
100023021,10001080,10003105,AF/IN,1617,BF/IN,1678
100023022,10001080,10003173,AF/IN,1608,BF/IN,1678
100023024,10001080,10004086,AF/IN,1608,BF/IN,1677
100023025,10001080,10004101,AF/IN,1612,BF/IN,1671
100023027,10001080,10005387,AF/IN,1613,BF/IN,1668
100023029,10001080,10005913,AF/IN,1642,BF/IN,1678
100023030,10001080,10005932,AF/IN,1670,BF/IN,1678
100023032,10001080,10006549,AF/IN,1645,BF/IN,1678
100023035,10001080,10007100,AF/IN,1619,BF/IN,1678
100036887,10001798,10012724,AF/IN,1578,BF/IN,1644
100023040,10001080,10008432,AF/IN,1608,BF/IN,1650
100023042,10001080,10008777,AF/IN,1627,BF/IN,1678
100023043,10001080,10008809,AF/IN,1608,BF/IN,1630
100023045,10001080,10009423,AF/IN,1632,BF/IN,1678
100023047,10001080,10009549,AF/IN,1633,BF/IN,1678
100023048,10001080,10009626,AF/IN,1623,BF/IN,1678
100023055,10001080,10011671,AF/IN,1630,BF/IN,1678
100023056,10001080,10011683,AF/IN,1633,BF/IN,1678
100023057,10001080,10011690,AF/IN,1662,BF/IN,1678
100023058,10001080,10011848,AF/IN,1636,BF/IN,1678
100023059,10001080,10011939,AF/IN,1616,BF/IN,1668
100023061,10001080,10012762,AF/IN,1609,BF/IN,1678
100023062,10001080,10012853,AF/IN,1614,BF/IN,1678
100023064,10001080,10012876,AF/IN,1622,BF/IN,1678
100023065,10001080,10012887,AF/IN,1614,BF/IN,1672
100023067,10001080,10013125,AF/IN,1618,BF/IN,1671
100023068,10001080,10013308,AF/IN,1650,BF/IN,1678
100023070,10001081,10003897,AF/IN,1660,BF/IN,1663
100023072,10001082,10001419,AF/IN,1627,BF/IN,1681
100023073,10001082,10001623,AF/IN,1620,BF/IN,1681
100023075,10001082,10008205,AF/IN,1620,BF/IN,1681
100023076,10001082,10009112,AF/IN,1619,BF/IN,1677
100023078,10001082,10010636,AF/IN,1647,BF/IN,1681
100023079,10001082,10010932,AF/IN,1640,BF/IN,1681
100023081,10001082,10012466,AF/IN,1616,BF/IN,1681
100023083,10001083,10001852,AF/IN,1667,BF/IN,1695
100023084,10001083,10002293,AF/IN,1667,BF/IN,1720
100023086,10001083,10002454,AF/IN,1667,BF/IN,1700
100023087,10001083,10003416,AF/IN,1696,BF/IN,1731
100023089,10001083,10004813,AF/IN,1673,BF/IN,1724
100023090,10001083,10004814,AF/IN,1682,BF/IN,1731
100023092,10001083,10006382,AF/IN,1667,BF/IN,1696
100023094,10001083,10010591,AF/IN,1694,BF/IN,1731
100023095,10001083,10010973,AF/IN,1667,BF/IN,1721
100023097,10001083,10011389,AF/IN,1667,BF/IN,1713
100023100,10001083,10013109,AF/IN,1667,BF/IN,1728
100036890,10001799,10003060,AF/IN,1626,BF/IN,1648
100023105,10001084,10002977,AF/IN,1489,BF/IN,1556
100023107,10001084,10003062,AF/IN,1540,BF/IN,1558
100023108,10001084,10004521,AF/IN,1496,BF/IN,1538
100023110,10001084,10004787,AF/IN,1471,BF/IN,1558
100023112,10001084,10005504,AF/IN,1485,BF/IN,1536
100023113,10001084,10005979,AF/IN,1448,BF/IN,1539
100023115,10001084,10007389,AF/IN,1520,BF/IN,1558
100023151,10001088,10005823,AF/IN,1569,BF/IN,1624
100023152,10001088,10008929,AF/IN,1560,BF/IN,1584
100023153,10001088,10009576,AF/IN,1560,BF/IN,1602
100023154,10001088,10009610,AF/IN,1560,BF/IN,1613
100023155,10001088,10010512,AF/IN,1560,BF/IN,1624
100023156,10001088,10011297,AF/IN,1560,BF/IN,1624
100023157,10001088,10011298,AF/IN,1560,BF/IN,1624
100023159,10001088,10011791,AF/IN,1560,BF/IN,1585
100023160,10001088,10012277,AF/IN,1560,BF/IN,1587
100023162,10001089,10001282,AF/IN,1617,BF/IN,1667
100023163,10001089,10001482,AF/IN,1617,BF/IN,1654
100023165,10001089,10001796,AF/IN,1645,BF/IN,1646
100036893,10001799,10006312,AF/IN,1587,BF/IN,1648
100023169,10001089,10002153,AF/IN,1617,BF/IN,1643
100023172,10001089,10002919,AF/IN,1618,BF/IN,1667
100023173,10001089,10003058,AF/IN,1617,BF/IN,1658
100023175,10001089,10003421,AF/IN,1617,BF/IN,1669
100023179,10001089,10003790,AF/IN,1617,BF/IN,1662
100023180,10001089,10004044,AF/IN,1617,BF/IN,1663
100023181,10001089,10004045,AF/IN,1617,BF/IN,1679
100023182,10001089,10004046,AF/IN,1620,BF/IN,1679
100023183,10001089,10004101,AF/IN,1617,BF/IN,1671
100023184,10001089,10004102,AF/IN,1655,BF/IN,1679
100023186,10001089,10004267,AF/IN,1621,BF/IN,1679
100023188,10001089,10004269,AF/IN,1648,BF/IN,1679
100023193,10001089,10005844,AF/IN,1617,BF/IN,1628
100023194,10001089,10005858,AF/IN,1617,BF/IN,1674
100023195,10001089,10005897,AF/IN,1617,BF/IN,1662
100023196,10001089,10006247,AF/IN,1624,BF/IN,1679
100023206,10001089,10007193,AF/IN,1617,BF/IN,1645
100023207,10001089,10007430,AF/IN,1617,BF/IN,1679
100023208,10001089,10007517,AF/IN,1617,BF/IN,1679
100023209,10001089,10007533,AF/IN,1617,BF/IN,1679
100023211,10001089,10008467,AF/IN,1617,BF/IN,1661
100023213,10001089,10008521,AF/IN,1656,BF/IN,1679
100023214,10001089,10008599,AF/IN,1629,BF/IN,1679
100023221,10001089,10010919,AF/IN,1633,BF/IN,1679
100023222,10001089,10010979,AF/IN,1617,BF/IN,1677
100023223,10001089,10011052,AF/IN,1617,BF/IN,1666
100023224,10001089,10011198,AF/IN,1672,BF/IN,1679
100023225,10001089,10011389,AF/IN,1635,BF/IN,1679
100023226,10001089,10011413,AF/IN,1617,BF/IN,1646
100023227,10001089,10011414,AF/IN,1617,BF/IN,1673
100023228,10001089,10011474,AF/IN,1625,BF/IN,1678
100023229,10001089,10011670,AF/IN,1617,BF/IN,1649
100036895,10001799,10009981,AF/IN,1600,BF/IN,1648
100036897,10001799,10011504,AF/IN,1629,BF/IN,1648
100023234,10001089,10012173,AF/IN,1619,BF/IN,1664
100023237,10001089,10012258,AF/IN,1621,BF/IN,1679
100023238,10001089,10012260,AF/IN,1617,BF/IN,1674
100023240,10001089,10012460,AF/IN,1617,BF/IN,1679
100023244,10001089,10012739,AF/IN,1617,BF/IN,1679
100023245,10001089,10012917,AF/IN,1617,BF/IN,1650
100023246,10001089,10012918,AF/IN,1626,BF/IN,1673
100023247,10001089,10012919,AF/IN,1631,BF/IN,1637
100023248,10001089,10012920,AF/IN,1633,BF/IN,1679
100023249,10001089,10013084,AF/IN,1632,BF/IN,1679
100023253,10001090,10001129,AF/IN,1549,BF/IN,1612
100023254,10001090,10002021,AF/IN,1549,BF/IN,1581
100023256,10001090,10002814,AF/IN,1567,BF/IN,1609
100023257,10001090,10003453,AF/IN,1598,BF/IN,1614
100023259,10001090,10004285,AF/IN,1580,BF/IN,1614
100023260,10001090,10004329,AF/IN,1552,BF/IN,1614
100023262,10001090,10005602,AF/IN,1553,BF/IN,1614
100023263,10001090,10008531,AF/IN,1549,BF/IN,1614
100023266,10001090,10010734,AF/IN,1568,BF/IN,1614
100023267,10001090,10010982,AF/IN,1570,BF/IN,1614
100023270,10001090,10011681,AF/IN,1566,BF/IN,1614
100023271,10001091,10001796,AF/IN,1645,BF/IN,1646
100023272,10001091,10002704,AF/IN,1646,BF/IN,1693
100023277,10001091,10011691,AF/IN,1632,BF/IN,1676
100023279,10001092,10001106,AF/IN,1563,BF/IN,1566
100023280,10001092,10001939,AF/IN,1575,BF/IN,1619
100023281,10001092,10002251,AF/IN,1563,BF/IN,1598
100023282,10001092,10003799,AF/IN,1563,BF/IN,1600
100023283,10001092,10003800,AF/IN,1563,BF/IN,1588
100023284,10001092,10005310,AF/IN,1563,BF/IN,1582
100023285,10001092,10006974,AF/IN,1563,BF/IN,1573
100023287,10001092,10007447,AF/IN,1563,BF/IN,1598
100023289,10001092,10007886,AF/IN,1563,BF/IN,1573
100023290,10001092,10008187,AF/IN,1563,BF/IN,1619
100023292,10001092,10011542,AF/IN,1563,BF/IN,1584
100036903,10001799,10012873,AF/IN,1590,BF/IN,1648
100036905,10001800,10003470,AF/IN,1617,BF/IN,1646
100023300,10001093,10009324,AF/IN,1640,BF/IN,1688
100023303,10001093,10012887,AF/IN,1635,BF/IN,1672
100023304,10001093,10013084,AF/IN,1635,BF/IN,1695
100023306,10001094,10001934,AF/IN,1634,BF/IN,1679
100023307,10001094,10002172,AF/IN,1605,BF/IN,1673
100023308,10001094,10007660,AF/IN,1616,BF/IN,1679
100023310,10001094,10009647,AF/IN,1618,BF/IN,1679
100023311,10001094,10013084,AF/IN,1632,BF/IN,1679
100023313,10001095,10004820,AF/IN,1687,BF/IN,1748
100023315,10001095,10005269,AF/IN,1687,BF/IN,1738
100023316,10001095,10005996,AF/IN,1687,BF/IN,1748
100023322,10001097,10002139,AF/IN,1641,BF/IN,1668
100023324,10001097,10002366,AF/IN,1586,BF/IN,1604
100023325,10001097,10002617,AF/IN,1558,BF/IN,1607
100023326,10001097,10003161,AF/IN,1602,BF/IN,1668
100023327,10001097,10003478,AF/IN,1621,BF/IN,1668
100023328,10001097,10003558,AF/IN,1585,BF/IN,1654
100023329,10001097,10004243,AF/IN,1558,BF/IN,1606
100023330,10001097,10004244,AF/IN,1561,BF/IN,1616
100023332,10001097,10004290,AF/IN,1623,BF/IN,1668
100023333,10001097,10004523,AF/IN,1558,BF/IN,1661
100023335,10001097,10005590,AF/IN,1558,BF/IN,1641
100023336,10001097,10005591,AF/IN,1579,BF/IN,1656
100023340,10001097,10006745,AF/IN,1558,BF/IN,1577
100023346,10001097,10009531,AF/IN,1644,BF/IN,1668
100023347,10001097,10010022,AF/IN,1558,BF/IN,1590
100023348,10001097,10010036,AF/IN,1560,BF/IN,1668
100023349,10001097,10010196,AF/IN,1558,BF/IN,1600
100023350,10001097,10010595,AF/IN,1558,BF/IN,1652
100023351,10001097,10011100,AF/IN,1624,BF/IN,1665
100023352,10001097,10011670,AF/IN,1600,BF/IN,1649
100023353,10001097,10011671,AF/IN,1630,BF/IN,1668
100023355,10001097,10011939,AF/IN,1616,BF/IN,1668
100023356,10001097,10012277,AF/IN,1558,BF/IN,1587
100023357,10001097,10012350,AF/IN,1590,BF/IN,1668
100023360,10001097,10013068,AF/IN,1558,BF/IN,1574
100036908,10001800,10010563,AF/IN,1617,BF/IN,1674
100023368,10001099,10002176,AF/IN,1559,BF/IN,1614
100023369,10001099,10002669,AF/IN,1554,BF/IN,1624
100023371,10001099,10004285,AF/IN,1580,BF/IN,1624
100023372,10001099,10004400,AF/IN,1554,BF/IN,1596
100023373,10001099,10004563,AF/IN,1554,BF/IN,1591
100023374,10001099,10004612,AF/IN,1593,BF/IN,1624
100023375,10001099,10004613,AF/IN,1607,BF/IN,1624
100023384,10001099,10011227,AF/IN,1567,BF/IN,1624
100023385,10001099,10011459,AF/IN,1554,BF/IN,1621
100023386,10001099,10011681,AF/IN,1566,BF/IN,1624
100023387,10001099,10012827,AF/IN,1554,BF/IN,1604
100023388,10001099,10013129,AF/IN,1561,BF/IN,1624
100023389,10001100,10001101,AF/IN,1675,BF/IN,1721
100023390,10001100,10003026,AF/IN,1666,BF/IN,1691
100023392,10001100,10005550,AF/IN,1666,BF/IN,1721
100023393,10001100,10006150,AF/IN,1666,BF/IN,1721
100023394,10001100,10006459,AF/IN,1666,BF/IN,1721
