ID,person1ID,person2ID,startYearType,startYear,endYearType,endYear
100089142,10004331,10007508,AF/IN,1670,BF/IN,1723
100089144,10004331,10007759,AF/IN,1670,BF/IN,1692
100089147,10004331,10008638,AF/IN,1690,BF/IN,1734
100089150,10004331,10008686,AF/IN,1670,BF/IN,1726
100089155,10004331,10009844,AF/IN,1670,BF/IN,1683
100089159,10004331,10010549,AF/IN,1670,BF/IN,1727
100089162,10004331,10011568,AF/IN,1700,BF/IN,1734
100089165,10004331,10011684,AF/IN,1688,BF/IN,1734
100089167,10004331,10011766,AF/IN,1670,BF/IN,1704
100089170,10004331,10013078,AF/IN,1670,BF/IN,1697
100089175,10004332,10004633,AF/IN,1470,BF/IN,1525
100089178,10004332,10006598,AF/IN,1470,BF/IN,1538
100089183,10004332,10011355,AF/IN,1480,BF/IN,1538
100089184,10004332,10011549,AF/IN,1473,BF/IN,1513
100089187,10004332,10013079,AF/IN,1470,BF/IN,1530
100089188,10004333,10004779,AF/IN,1618,BF/IN,1654
100089192,10004333,10012464,AF/IN,1639,BF/IN,1654
100089196,10004334,10007172,AF/IN,1467,BF/IN,1522
100089200,10004334,10010139,AF/IN,1460,BF/IN,1522
100089204,10004334,10012118,AF/IN,1457,BF/IN,1509
100089207,10004334,10012221,AF/IN,1448,BF/IN,1522
100089209,10004334,10012539,AF/IN,1450,BF/IN,1522
100089212,10004334,10013080,AF/IN,1500,BF/IN,1522
100089215,10004335,10004336,AF/IN,1551,BF/IN,1590
100089220,10004335,10008993,AF/IN,1551,BF/IN,1581
100089224,10004336,10005207,AF/IN,1536,BF/IN,1590
100089227,10004336,10009584,AF/IN,1555,BF/IN,1590
100089230,10004336,10012959,AF/IN,1570,BF/IN,1590
100089232,10004337,10008890,AF/IN,1574,BF/IN,1599
100089235,10004337,10009886,AF/IN,1629,BF/IN,1630
100089240,10004338,10005648,AF/IN,1536,BF/IN,1581
100089243,10004338,10009008,AF/IN,1535,BF/IN,1559
100089248,10004338,10009358,AF/IN,1535,BF/IN,1547
100089249,10004338,10009359,AF/IN,1535,BF/IN,1571
100089252,10004338,10011780,AF/IN,1535,BF/IN,1581
100089257,10004338,10012468,AF/IN,1535,BF/IN,1581
100089260,10004339,10007375,AF/IN,1694,BF/IN,1727
100089261,10004339,10010358,AF/IN,1662,BF/IN,1723
100089265,10004340,10011683,AF/IN,1662,BF/IN,1701
100089269,10004341,10006462,AF/IN,1683,BF/IN,1757
100089272,10004341,10012353,AF/IN,1683,BF/IN,1709
100089277,10004342,10005543,AF/IN,1665,BF/IN,1700
100089280,10004342,10006459,AF/IN,1665,BF/IN,1716
100089281,10004342,10006680,AF/IN,1665,BF/IN,1716
100089285,10004342,10011683,AF/IN,1665,BF/IN,1701
100089289,10004343,10004345,AF/IN,1519,BF/IN,1536
100089292,10004343,10005212,AF/IN,1519,BF/IN,1536
100089297,10004343,10006184,AF/IN,1519,BF/IN,1536
100089300,10004343,10006253,AF/IN,1519,BF/IN,1536
100089302,10004343,10006277,AF/IN,1519,BF/IN,1536
100089305,10004343,10007265,AF/IN,1519,BF/IN,1536
100089308,10004343,10007863,AF/IN,1519,BF/IN,1536
100089313,10004343,10009359,AF/IN,1519,BF/IN,1536
100089314,10004343,10010122,AF/IN,1519,BF/IN,1536
100089317,10004343,10011467,AF/IN,1519,BF/IN,1536
100089322,10004343,10012116,AF/IN,1537,BF/IN,1536
100089325,10004343,10012122,AF/IN,1519,BF/IN,1536
100089326,10004343,10012377,AF/IN,1519,BF/IN,1536
100089330,10004344,10005496,AF/IN,1677,BF/IN,1690
100089334,10004345,10004533,AF/IN,1519,BF/IN,1555
100089337,10004345,10005217,AF/IN,1537,BF/IN,1554
100089342,10004345,10006063,AF/IN,1519,BF/IN,1547
100089345,10004345,10006248,AF/IN,1519,BF/IN,1555
100089346,10004345,10006253,AF/IN,1519,BF/IN,1547
100089350,10004345,10006276,AF/IN,1519,BF/IN,1524
100089353,10004345,10006279,AF/IN,1561,BF/IN,1555
100089354,10004345,10006611,AF/IN,1519,BF/IN,1555
100089357,10004345,10007671,AF/IN,1537,BF/IN,1555
100089362,10004345,10009752,AF/IN,1519,BF/IN,1542
100089365,10004345,10010927,AF/IN,1519,BF/IN,1549
100089370,10004345,10012119,AF/IN,1519,BF/IN,1547
100089373,10004345,10012132,AF/IN,1519,BF/IN,1555
100089374,10004345,10012469,AF/IN,1519,BF/IN,1551
100089378,10004345,10013182,AF/IN,1521,BF/IN,1554
100089379,10004346,10007576,AF/IN,1566,BF/IN,1625
100089382,10004346,10012802,AF/IN,1574,BF/IN,1643
100089387,10004347,10012315,AF/IN,1470,BF/IN,1511
100089391,10004348,10006826,AF/IN,1637,BF/IN,1699
100089395,10004348,10008519,AF/IN,1598,BF/IN,1684
100089397,10004348,10010143,AF/IN,1690,BF/IN,1699
100089399,10004348,10011241,AF/IN,1598,BF/IN,1699
100089402,10004348,10011683,AF/IN,1633,BF/IN,1699
100089407,10004348,10013167,AF/IN,1608,BF/IN,1667
100089410,10004349,10004642,AF/IN,1479,BF/IN,1534
100089415,10004349,10006239,AF/IN,1518,BF/IN,1534
100089418,10004349,10010554,AF/IN,1485,BF/IN,1534
100089419,10004349,10010604,AF/IN,1460,BF/IN,1534
100089422,10004349,10010924,AF/IN,1508,BF/IN,1534
100089427,10004349,10013134,AF/IN,1463,BF/IN,1524
100089430,10004350,10004642,AF/IN,1490,BF/IN,1542
100089435,10004350,10005760,AF/IN,1501,BF/IN,1542
100089439,10004350,10006239,AF/IN,1518,BF/IN,1542
100089442,10004350,10006277,AF/IN,1512,BF/IN,1537
100089445,10004350,10008475,AF/IN,1490,BF/IN,1535
100089449,10004350,10008882,AF/IN,1500,BF/IN,1536
100089452,10004350,10009282,AF/IN,1496,BF/IN,1542
100089456,10004350,10009899,AF/IN,1490,BF/IN,1532
100089459,10004350,10010689,AF/IN,1490,BF/IN,1540
100089462,10004350,10010917,AF/IN,1500,BF/IN,1542
100089465,10004350,10011295,AF/IN,1490,BF/IN,1526
100089468,10004350,10011619,AF/IN,1524,BF/IN,1542
100089469,10004350,10011687,AF/IN,1540,BF/IN,1542
100089472,10004350,10011815,AF/IN,1490,BF/IN,1542
100089476,10004350,10012132,AF/IN,1490,BF/IN,1542
100089479,10004350,10012490,AF/IN,1490,BF/IN,1542
100089483,10004350,10012730,AF/IN,1490,BF/IN,1540
100089486,10004350,10013080,AF/IN,1500,BF/IN,1542
100089489,10004351,10004533,AF/IN,1516,BF/IN,1559
100089493,10004351,10005760,AF/IN,1506,BF/IN,1559
100089496,10004351,10007113,AF/IN,1506,BF/IN,1559
100089500,10004351,10009056,AF/IN,1530,BF/IN,1559
100089503,10004351,10009613,AF/IN,1506,BF/IN,1559
100089506,10004351,10010554,AF/IN,1506,BF/IN,1555
100089511,10004351,10011597,AF/IN,1506,BF/IN,1539
100089513,10004351,10012116,AF/IN,1537,BF/IN,1553
100089515,10004351,10012119,AF/IN,1506,BF/IN,1547
100089518,10004351,10012468,AF/IN,1531,BF/IN,1559
100089522,10004352,10004479,AF/IN,1535,BF/IN,1599
100089528,10004352,10004684,AF/IN,1526,BF/IN,1555
100089531,10004352,10005198,AF/IN,1526,BF/IN,1549
100089534,10004352,10005760,AF/IN,1526,BF/IN,1578
100089535,10004352,10005829,AF/IN,1538,BF/IN,1599
100089538,10004352,10005843,AF/IN,1580,BF/IN,1599
100089539,10004352,10006143,AF/IN,1527,BF/IN,1599
100089540,10004352,10006197,AF/IN,1526,BF/IN,1583
100089541,10004352,10006561,AF/IN,1570,BF/IN,1599
100089542,10004352,10006904,AF/IN,1542,BF/IN,1583
100089552,10004352,10007866,AF/IN,1526,BF/IN,1599
100089553,10004352,10007894,AF/IN,1530,BF/IN,1584
100089558,10004352,10008287,AF/IN,1526,BF/IN,1589
100089561,10004352,10008885,AF/IN,1547,BF/IN,1597
100089565,10004352,10008996,AF/IN,1526,BF/IN,1599
100089568,10004352,10009020,AF/IN,1572,BF/IN,1599
100089573,10004352,10009053,AF/IN,1550,BF/IN,1599
100089575,10004352,10009057,AF/IN,1530,BF/IN,1595
100089578,10004352,10009351,AF/IN,1526,BF/IN,1548
100089583,10004352,10009899,AF/IN,1526,BF/IN,1532
100089586,10004352,10010063,AF/IN,1526,BF/IN,1583
100089588,10004352,10010554,AF/IN,1526,BF/IN,1555
100089592,10004352,10010611,AF/IN,1526,BF/IN,1591
100089595,10004352,10011030,AF/IN,1564,BF/IN,1599
100089600,10004352,10011372,AF/IN,1552,BF/IN,1599
100089603,10004352,10011419,AF/IN,1526,BF/IN,1597
100089606,10004352,10011524,AF/IN,1545,BF/IN,1599
100089607,10004352,10011597,AF/IN,1526,BF/IN,1539
100089610,10004352,10012116,AF/IN,1537,BF/IN,1553
100089615,10004352,10012238,AF/IN,1577,BF/IN,1590
100089618,10004352,10012484,AF/IN,1526,BF/IN,1585
100089619,10004352,10012492,AF/IN,1532,BF/IN,1590
100089624,10004352,10012727,AF/IN,1526,BF/IN,1573
100089625,10004352,10012730,AF/IN,1526,BF/IN,1540
100089630,10004352,10013134,AF/IN,1526,BF/IN,1524
100089633,10004353,10006964,AF/IN,1643,BF/IN,1648
100089634,10004353,10012493,AF/IN,1643,BF/IN,1647
100089635,10004353,10012575,AF/IN,1643,BF/IN,1670
100089645,10004354,10005180,AF/IN,1695,BF/IN,1719
100089648,10004354,10005416,AF/IN,1646,BF/IN,1699
100089652,10004354,10005671,AF/IN,1688,BF/IN,1719
100089654,10004354,10006030,AF/IN,1678,BF/IN,1719
100089657,10004354,10006556,AF/IN,1652,BF/IN,1699
100089661,10004354,10007996,AF/IN,1659,BF/IN,1719
100089664,10004354,10008386,AF/IN,1661,BF/IN,1715
100089667,10004354,10008438,AF/IN,1646,BF/IN,1719
100089671,10004354,10008812,AF/IN,1646,BF/IN,1719
100089674,10004354,10009310,AF/IN,1654,BF/IN,1719
100089678,10004354,10010114,AF/IN,1689,BF/IN,1712
100089681,10004354,10010590,AF/IN,1694,BF/IN,1719
100089683,10004354,10010946,AF/IN,1678,BF/IN,1719
100089688,10004354,10011905,AF/IN,1675,BF/IN,1719
100089691,10004354,10012033,AF/IN,1646,BF/IN,1707
100089695,10004354,10012933,AF/IN,1646,BF/IN,1701
100089698,10004354,10013117,AF/IN,1646,BF/IN,1693
100089703,10004355,10005890,AF/IN,1635,BF/IN,1660
100089706,10004355,10008126,AF/IN,1635,BF/IN,1650
100089708,10004355,10008247,AF/IN,1635,BF/IN,1682
100089710,10004355,10009676,AF/IN,1635,BF/IN,1688
100089714,10004355,10010677,AF/IN,1635,BF/IN,1676
100089718,10004355,10011803,AF/IN,1652,BF/IN,1688
100089721,10004355,10012887,AF/IN,1635,BF/IN,1672
100089725,10004356,10012119,AF/IN,1503,BF/IN,1526
100089727,10004357,10010674,AF/IN,1596,BF/IN,1617
100089730,10004358,10006289,AF/IN,1630,BF/IN,1691
100089734,10004359,10005786,AF/IN,1605,BF/IN,1630
100089738,10004359,10007998,AF/IN,1660,BF/IN,1677
100089742,10004359,10010366,AF/IN,1605,BF/IN,1648
100089745,10004359,10010937,AF/IN,1605,BF/IN,1616
100089750,10004359,10012634,AF/IN,1605,BF/IN,1638
100089753,10004360,10005768,AF/IN,1647,BF/IN,1701
100089756,10004360,10011074,AF/IN,1647,BF/IN,1685
100089757,10004360,10011075,AF/IN,1662,BF/IN,1712
100089760,10004361,10011212,AF/IN,1602,BF/IN,1631
100089761,10004361,10013177,AF/IN,1602,BF/IN,1644
100089764,10004362,10004845,AF/IN,1624,BF/IN,1662
100089769,10004362,10006423,AF/IN,1624,BF/IN,1662
100089771,10004362,10007100,AF/IN,1624,BF/IN,1662
100089774,10004362,10007660,AF/IN,1624,BF/IN,1662
100089778,10004362,10010912,AF/IN,1624,BF/IN,1658
100089781,10004362,10013016,AF/IN,1624,BF/IN,1662
100089785,10004363,10004746,AF/IN,1618,BF/IN,1666
100089788,10004363,10005084,AF/IN,1618,BF/IN,1672
100089792,10004363,10005599,AF/IN,1652,BF/IN,1674
100089795,10004363,10005743,AF/IN,1618,BF/IN,1692
100089799,10004363,10005972,AF/IN,1647,BF/IN,1662
100089803,10004363,10006207,AF/IN,1674,BF/IN,1692
100089804,10004363,10006423,AF/IN,1620,BF/IN,1681
100089805,10004363,10006471,AF/IN,1623,BF/IN,1692
100089813,10004363,10007014,AF/IN,1619,BF/IN,1691
100089817,10004363,10007208,AF/IN,1618,BF/IN,1665
100089820,10004363,10007494,AF/IN,1618,BF/IN,1674
100089822,10004363,10007660,AF/IN,1618,BF/IN,1692
100089825,10004363,10008364,AF/IN,1618,BF/IN,1670
100089829,10004363,10009187,AF/IN,1618,BF/IN,1678
100089833,10004363,10009232,AF/IN,1644,BF/IN,1662
100089838,10004363,10009548,AF/IN,1618,BF/IN,1659
100089841,10004363,10009917,AF/IN,1659,BF/IN,1692
100089844,10004363,10010225,AF/IN,1625,BF/IN,1657
100089847,10004363,10010403,AF/IN,1618,BF/IN,1680
100089850,10004363,10010553,AF/IN,1618,BF/IN,1641
100089853,10004363,10010912,AF/IN,1618,BF/IN,1658
100089854,10004363,10011055,AF/IN,1629,BF/IN,1656
100089857,10004363,10011487,AF/IN,1618,BF/IN,1647
100089860,10004363,10011640,AF/IN,1620,BF/IN,1677
100089863,10004363,10011672,AF/IN,1639,BF/IN,1672
100089866,10004363,10011956,AF/IN,1618,BF/IN,1655
100089870,10004363,10012251,AF/IN,1618,BF/IN,1662
100089873,10004363,10012372,AF/IN,1618,BF/IN,1656
100089876,10004363,10012505,AF/IN,1618,BF/IN,1661
100089880,10004363,10012735,AF/IN,1618,BF/IN,1674
100089885,10004363,10013125,AF/IN,1618,BF/IN,1671
100089888,10004364,10004366,AF/IN,1637,BF/IN,1664
100089892,10004364,10004743,AF/IN,1699,BF/IN,1745
100089895,10004364,10005129,AF/IN,1699,BF/IN,1747
100089898,10004364,10005560,AF/IN,1637,BF/IN,1742
100089901,10004364,10005617,AF/IN,1637,BF/IN,1722
100089905,10004364,10005890,AF/IN,1637,BF/IN,1660
100089908,10004364,10006015,AF/IN,1637,BF/IN,1666
100089911,10004364,10006462,AF/IN,1683,BF/IN,1747
100089912,10004364,10006471,AF/IN,1637,BF/IN,1701
100089915,10004364,10006709,AF/IN,1637,BF/IN,1685
100089920,10004364,10007100,AF/IN,1637,BF/IN,1684
100089924,10004364,10007427,AF/IN,1691,BF/IN,1739
100089927,10004364,10007947,AF/IN,1637,BF/IN,1677
100089930,10004364,10008713,AF/IN,1637,BF/IN,1660
100089931,10004364,10009073,AF/IN,1691,BF/IN,1747
100089934,10004364,10009213,AF/IN,1637,BF/IN,1681
100089938,10004364,10009624,AF/IN,1637,BF/IN,1685
100089941,10004364,10009828,AF/IN,1688,BF/IN,1744
100089945,10004364,10010224,AF/IN,1637,BF/IN,1655
100089947,10004364,10010230,AF/IN,1637,BF/IN,1678
100089949,10004364,10010404,AF/IN,1637,BF/IN,1737
100089952,10004364,10010749,AF/IN,1676,BF/IN,1743
100089956,10004364,10011177,AF/IN,1660,BF/IN,1747
100089959,10004364,10011541,AF/IN,1637,BF/IN,1671
100089964,10004364,10011956,AF/IN,1637,BF/IN,1655
100089968,10004364,10012522,AF/IN,1678,BF/IN,1747
100089971,10004364,10012735,AF/IN,1637,BF/IN,1674
100089974,10004364,10012823,AF/IN,1637,BF/IN,1657
100089979,10004365,10004369,AF/IN,1605,BF/IN,1641
100089980,10004365,10004453,AF/IN,1605,BF/IN,1667
100089983,10004365,10008142,AF/IN,1612,BF/IN,1661
100089989,10004366,10004369,AF/IN,1623,BF/IN,1641
100089992,10004366,10005872,AF/IN,1623,BF/IN,1661
100089996,10004366,10009114,AF/IN,1626,BF/IN,1664
100089999,10004366,10010805,AF/IN,1623,BF/IN,1660
100082013,10003926,10012819,AF/IN,1592,BF/IN,1632
100082014,10003926,10012873,AF/IN,1592,BF/IN,1632
100082016,10003926,10012984,AF/IN,1592,BF/IN,1632
100082017,10003926,10013257,AF/IN,1592,BF/IN,1632
100082018,10003927,10004101,AF/IN,1612,BF/IN,1671
100082020,10003927,10004252,AF/IN,1607,BF/IN,1669
100082021,10003927,10004264,AF/IN,1604,BF/IN,1641
100082023,10003927,10004272,AF/IN,1604,BF/IN,1660
100082024,10003927,10004483,AF/IN,1604,BF/IN,1607
100082026,10003927,10004981,AF/IN,1612,BF/IN,1687
100082027,10003927,10005201,AF/IN,1604,BF/IN,1628
100082028,10003927,10005473,AF/IN,1605,BF/IN,1660
100082030,10003927,10005762,AF/IN,1604,BF/IN,1649
100082031,10003927,10005763,AF/IN,1620,BF/IN,1685
100082034,10003927,10006010,AF/IN,1604,BF/IN,1632
100082035,10003927,10006076,AF/IN,1604,BF/IN,1680
100082036,10003927,10006145,AF/IN,1604,BF/IN,1647
100082039,10003927,10007022,AF/IN,1604,BF/IN,1639
100082040,10003927,10007096,AF/IN,1629,BF/IN,1661
100082043,10003927,10007306,AF/IN,1604,BF/IN,1649
100082044,10003927,10007478,AF/IN,1604,BF/IN,1656
100082047,10003927,10007966,AF/IN,1609,BF/IN,1669
100082048,10003927,10008014,AF/IN,1604,BF/IN,1641
100082049,10003927,10008064,AF/IN,1604,BF/IN,1635
100082051,10003927,10008123,AF/IN,1604,BF/IN,1630
100082053,10003927,10008146,AF/IN,1604,BF/IN,1653
100082055,10003927,10008578,AF/IN,1604,BF/IN,1630
100082056,10003927,10008580,AF/IN,1604,BF/IN,1641
100082057,10003927,10008589,AF/IN,1604,BF/IN,1661
100082060,10003927,10008942,AF/IN,1604,BF/IN,1634
100082061,10003927,10008966,AF/IN,1604,BF/IN,1672
100082063,10003927,10009120,AF/IN,1604,BF/IN,1659
100082064,10003927,10009206,AF/IN,1616,BF/IN,1683
100082067,10003927,10009710,AF/IN,1604,BF/IN,1670
100082068,10003927,10009843,AF/IN,1604,BF/IN,1649
100082069,10003927,10010055,AF/IN,1604,BF/IN,1657
100082071,10003927,10010283,AF/IN,1604,BF/IN,1635
100082072,10003927,10010429,AF/IN,1604,BF/IN,1648
100082075,10003927,10010805,AF/IN,1604,BF/IN,1660
100082076,10003927,10010872,AF/IN,1604,BF/IN,1654
100082077,10003927,10010922,AF/IN,1604,BF/IN,1664
100082079,10003927,10011050,AF/IN,1604,BF/IN,1633
100082081,10003927,10011415,AF/IN,1604,BF/IN,1642
100082083,10003927,10011498,AF/IN,1604,BF/IN,1662
100082084,10003927,10011534,AF/IN,1604,BF/IN,1629
100082086,10003927,10011670,AF/IN,1604,BF/IN,1649
100082088,10003927,10012656,AF/IN,1604,BF/IN,1661
100082089,10003927,10012720,AF/IN,1605,BF/IN,1663
100082091,10003927,10012772,AF/IN,1604,BF/IN,1654
100082092,10003927,10012873,AF/IN,1604,BF/IN,1669
100082095,10003927,10013021,AF/IN,1604,BF/IN,1649
100082096,10003927,10013022,AF/IN,1606,BF/IN,1676
100082098,10003927,10013257,AF/IN,1604,BF/IN,1652
100082100,10003927,10013292,AF/IN,1630,BF/IN,1676
100082101,10003927,10013293,AF/IN,1604,BF/IN,1643
100082104,10003928,10004684,AF/IN,1495,BF/IN,1546
100082105,10003928,10007863,AF/IN,1489,BF/IN,1546
100082108,10003928,10010967,AF/IN,1489,BF/IN,1546
100082109,10003928,10011832,AF/IN,1489,BF/IN,1537
100082112,10003928,10012746,AF/IN,1495,BF/IN,1546
100082113,10003928,10012747,AF/IN,1520,BF/IN,1546
100082114,10003929,10008900,AF/IN,1645,BF/IN,1685
100082116,10003930,10011671,AF/IN,1650,BF/IN,1685
