ID,ODNB_ID,displayName,prefix,firstName,lastName,suffix,title,gender,birthYearType,birthYear,deathYearType,deathYear
10005815,13002,James Hepburn,,James,Hepburn,,,male,IN,1573,AF/IN,1623
10007183,16127,John Laurence,,John,Laurence,,,male,IN,1668,IN,1732
10005953,13283,Joseph Hill,,Joseph,Hill,,,male,IN,1625,IN,1707
10011043,25406,Andrew Shilling,,Andrew,Shilling,,,male,AF,1511,IN,1621
10004471,9910,Sir John Forster,Sir,John,Forster,,,male,IN,1515,IN,1602
10010838,24975,John Scudamore,,John,Scudamore,,,male,IN,1601,IN,1671
10006834,15369,Gilbert Kennedy,,Gilbert,Kennedy,,,male,IN,1541,IN,1576
10010293,23623,Thomas Ridgeway,,Thomas,Ridgeway,,,male,IN,1565,IN,1632
10007984,49668,Thomas Marow,,Thomas,Marow,,,male,IN,1460,IN,1505
10008175,18522,Brian Melbancke,,Brian,Melbancke,,,male,AF,1490,IN,1600
10005954,13284,Joseph Hill,,Joseph,Hill,,,male,IN,1667,IN,1729
10013018,29775,William Wintersel,,William,Wintersel,,,male,AF,1569,IN,1679
10002264,5069,David Chalmers of Ormond,,David,Chalmers,of Ormond,,male,IN,1533,IN,1592
10003536,66390,Nicholas Dixon,,Nicholas,Dixon,,,male,CA,1645,IN,1708
10006282,13947,Lord William Howard,Lord,William,Howard,,,male,IN,1563,IN,1640
10006721,0,Jacob Jordaens,,Jacob,Jordaens,,,male,IN,1593,IN,1678
10004637,69083,Mary Gadbury,,Mary,Gadbury,,,female,CA,1619,BF,1729
10000491,1027,Thomas Bagard,,Thomas,Bagard,,,male,AF,1434,IN,1544
10012589,28843,John Watson,,John,Watson,,,male,AF,1427,IN,1537
10007404,16620,James Ley,,James,Ley,,,male,IN,1618,IN,1665
10007589,58144,Sir Walter Long,Sir,Walter,Long,,,male,IN,1591,IN,1672
10006692,68197,John Jones,,John,Jones,,,male,BF,1585,BF/IN,1658
10006740,15154,George Joyliffe,,George,Joyliffe,,,male,IN,1621,IN,1658
10011556,26480,James Stewart,,James,Stewart,,,male,IN,1565,IN,1592
10007758,69917,Alexander MacDonald of Dunyvaig and the Glens,,Alexander,MacDonald,of Dunyvaig and the Glens,,male,AF,1426,IN,1536
10011605,53119,William Stonestreet,,William,Stonestreet,,,male,IN,1659,IN,1716
10011416,24508,Christopher St Lawrence,,Christopher,St Lawrence,,,male,AF,1509,IN,1619
10010074,23030,William Rainolds,,William,Rainolds,,,male,CA,1544,IN,1594
10003152,93684,Thomas Cure,,Thomas,Cure,,,male,AF,1478,IN,1588
10006508,68331,Gilbert Jackson,,Gilbert,Jackson,,,male,IN,1621,IN,1643
10009329,21342,Sir Thomas Parker,Sir,Thomas,Parker,,,male,IN,1695,IN,1784
10000659,68873,John Barlow,,John,Barlow,,,male,IN,1517,IN,1552
10008677,19712,Daniel Mytens,,Daniel,Mytens,,,male,IN,1590,IN,1647
10012689,29053,Thomas Wentworth,,Thomas,Wentworth,,,male,IN,1501,IN,1551
10007732,17374,Uilliam Mac Cairteain,,Uilliam,Mac Cairteain,,,male,IN,1667,IN,1724
10010068,70911,Robert Raikes,,Robert,Raikes,,,male,IN,1690,IN,1757
10008412,19060,Hugh Montgomery,,Hugh,Montgomery,,,male,IN,1613,IN,1669
10011495,26318,Thomas Starkey,,Thomas,Starkey,,,male,IN,1498,IN,1538
10009026,0,Rory O'Donnell Earl of Tyrconnell,,Rory,O'Donnell,,Earl of Tyrconnell,male,IN,1574,IN,1608
10002634,5834,John Colbatch,,John,Colbatch,,,male,IN,1665,IN,1748
10008411,19059,Hugh Montgomery,,Hugh,Montgomery,,,male,CA,1531,IN,1585
10011414,24504,Oliver St John,,Oliver,St John,,,male,IN,1598,IN,1673
10007739,17686,Hugh Oge Mac Mahon,,Hugh Oge,Mac Mahon,,,male,IN,1606,IN,1644
10011498,26331,Sir John Stawell,Sir,John,Stawell,,,male,IN,1599,IN,1662
10003079,37326,Sir Robert Crosse,Sir,Robert,Crosse,,,male,IN,1547,IN,1611
10007546,16901,Sir George Lockhart of Carnwath,Sir,George,Lockhart,of Carnwath,,male,IN,1630,IN,1689
10011485,26297,Edward Staples,,Edward,Staples,,,male,CA,1490,AF,1558
10005493,12201,John Hanmer,,John,Hanmer,,,male,IN,1642,IN,1707
10001411,66564,Dorothy Boyle,,Dorothy,Boyle,,,female,IN,1699,IN,1758
10001514,70865,William Brereton,,William,Brereton,,,male,CA,1487,IN,1536
10005957,53038,Oliver Hill,,Oliver,Hill,,,male,CA,1630,AF,1702
10005944,13264,Aaron Hill,,Aaron,Hill,,,male,IN,1685,IN,1750
10007719,17304,Sir Charles Lyttelton,Sir,Charles,Lyttelton,,,male,IN,1629,IN,1716
10010650,24583,Robert Saltwood,,Robert,Saltwood,,,male,IN,1518,IN,1538
10005450,12102,John Hamilton,,John,Hamilton,,,male,IN,1510,IN,1571
10008913,20338,Bonham Norton,,Bonham,Norton,,,male,IN,1565,IN,1635
10008563,19410,Robert Mossom,,Robert,Mossom,,,male,IN,1617,IN,1679
10002266,5038,James Chaloner,,James,Chaloner,,,male,IN,1602,IN,1660
10013191,30125,Joseph Wyeth,,Joseph,Wyeth,,,male,IN,1663,IN,1731
10012880,29408,Sir Thomas Wilford,Sir,Thomas,Wilford,,,male,IN,1530,IN,1610
10012848,0,Rowland Whyte,,Rowland,Whyte,,,male,BF,1580,AF,1607
10007205,16196,George Lawson,,George,Lawson,,,male,CA,1598,IN,1678
10002350,5199,Maurice Chauncy,,Maurice,Chauncy,,,male,IN,1509,IN,1581
10008657,19662,Sir Philip Musgrave,Sir,Philip,Musgrave,,,male,IN,1607,IN,1678
10002754,6118,George Constantine,,George,Constantine,,,male,CA,1500,BF/IN,1561
10003171,6970,Sir Thomas Cusack,Sir,Thomas,Cusack,,,male,CA,1505,IN,1571
10010294,47340,Thomas Ridgley,,Thomas,Ridgley,,,male,IN,1576,IN,1656
10012197,27961,Edward Tyson,,Edward,Tyson,,,male,IN,1651,IN,1708
10005837,38608,Lady Mary Herbert,Lady,Mary,Herbert,,,female,IN,1686,IN,1775
10000030,74110,Josephus Abudacnus,,Josephus,Abudacnus,,,male,IN,1595,IN,1643
10011019,25361,Henry Sherfield,,Henry,Sherfield,,,male,IN,1572,IN,1634
10009597,22024,Hugh Peter,,Hugh,Peter,,,male,IN,1598,IN,1660
10009845,22565,George Porter,,George,Porter,,,male,IN,1659,IN,1728
10004645,10277,William Gager,,William,Gager,,,male,IN,1555,IN,1622
10005881,13138,Martin Heton,,Martin,Heton,,,male,IN,1554,IN,1609
10011842,27119,Richard Temple,,Richard,Temple,,,male,IN,1675,IN,1749
10006676,14977,Thomas Jollie the younger,,Thomas,Jollie,the younger,,male,IN,1687,IN,1764
10009535,69152,Mary Pennyman,,Mary,Pennyman,,,female,IN,1630,IN,1701
10009742,22333,Thomas Pitt,,Thomas,Pitt,,,male,IN,1653,IN,1726
10006677,0,Timothy Jollie,,Timothy,Jollie,,,male,IN,1656,IN,1714
10006667,14944,John Johnston,,John,Johnston,,,male,IN,1565,IN,1611
10010610,24456,Anthony Sadler,,Anthony,Sadler,,,male,IN,1602,IN,1643
10007398,16604,Thomas Lewis,,Thomas,Lewis,,,male,IN,1689,AF/IN,1737
10007347,16493,John Leslie,,John,Leslie,,,male,IN,1600,IN,1641
10008474,19189,Samuel More,,Samuel,More,,,male,CA,1594,IN,1662
10007759,17421,Alexander Macdonald of Glencoe,,Alexander,Macdonald,of Glencoe,,male,AF,1582,IN,1692
10005938,74064,Susanna Highmore,,Susanna,Highmore,,,female,IN,1689,IN,1750
10010619,24529,George Sale,,George,Sale,,,male,AF/IN,1696,IN,1736
10008472,19185,Richard More,,Richard,More,,,male,IN,1575,IN,1643
10001620,3585,Hugh Broughton,,Hugh,Broughton,,,male,IN,1549,IN,1612
10011020,67233,Denis Sheridan,,Denis,Sheridan,,,male,CA,1610,CA,1683
10003720,19430,Pierre Du Moulin,,Pierre,Du Moulin,,,male,IN,1568,IN,1658
10009027,57248,Thomas O'Dowde,,Thomas,O'Dowde,,,male,AF,1555,IN,1665
10004057,37402,Epiphanius Evesham,,Epiphanius,Evesham,,,male,IN,1570,IN,1623
10006437,14319,John Huxham,,John,Huxham,,,male,IN,1692,IN,1768
10005958,68090,Richard Hill,,Richard,Hill,,,male,IN,1508,IN,1536
10005813,13003,James Hepburn,,James,Hepburn,,,male,AF,1527,IN,1637
10001991,76333,Colin Campbell of Glenorchy,,Colin,Campbell,of Glenorchy,,male,IN,1499,IN,1583
10012174,27924,Brian Twyne,,Brian,Twyne,,,male,IN,1581,IN,1644
10005878,13134,John Hester,,John,Hester,,,male,AF,1482,IN,1592
10004173,9262,Thomas Fell,,Thomas,Fell,,,male,IN,1599,IN,1658
10006632,14870,Christopher Johnson,,Christopher,Johnson,,,male,IN,1536,IN,1597
10009712,40535,Thomas Pierson,,Thomas,Pierson,,,male,IN,1573,IN,1633
10002637,5842,Francis Coldock,,Francis,Coldock,,,male,IN,1530,IN,1603
10007006,15713,John Knewstub,,John,Knewstub,,,male,IN,1544,IN,1624
10001831,4137,Robert Burton,,Robert,Burton,,,male,IN,1577,IN,1640
10000564,1182,Sir Andrew Balfour,Sir,Andrew,Balfour,,,male,IN,1630,IN,1694
10000566,1189,Sir James Balfour of Denmiln and Kinnaird,Sir,James,Balfour,of Denmiln and Kinnaird,,male,IN,1600,IN,1657
10007940,67989,Sir Rice Mansel,Sir,Rice,Mansel,,,male,IN,1487,IN,1559
10012268,28148,Thomas Vaughan,,Thomas,Vaughan,,,male,IN,1621,IN,1666
10005432,12058,Sir David Hamilton,Sir,David,Hamilton,,,male,IN,1663,IN,1721
10006144,13696,Richard Hooker,,Richard,Hooker,,,male,IN,1554,IN,1600
10003466,71043,Henry Dethick,,Henry,Dethick,,,male,IN,1547,CA,1613
10002268,66530,Robert Chaloner,,Robert,Chaloner,,,male,IN,1547,IN,1621
10002538,5625,Bartholomew Clerke,,Bartholomew,Clerke,,,male,IN,1537,IN,1590
10001122,66521,Sir William Blackett,Sir,William,Blackett,,,male,IN,1657,IN,1705
10011904,27349,William Thorne,,William,Thorne,,,male,CA,1568,IN,1630
10006974,15660,Sir William Kirkcaldy of Grange,Sir,William,Kirkcaldy,of Grange,,male,IN,1520,IN,1573
10001832,72243,Simon Burton,,Simon,Burton,,,male,IN,1613,IN,1663
10005950,13276,James Hill,,James,Hill,,,male,IN,1697,IN,1727
10001091,2457,Henry Birkhead,,Henry,Birkhead,,,male,IN,1617,IN,1696
10005238,62679,Elizabeth Griffin,,Elizabeth,Griffin,,,female,IN,1691,IN,1762
10011504,26346,Richard Steele,,Richard,Steele,,,male,IN,1629,IN,1692
10001123,55923,Andro Blackhall,,Andro,Blackhall,,,male,IN,1535,IN,1609
10002451,5411,Anthony Chute,,Anthony,Chute,,,male,AF,1484,IN,1594
10005257,11642,Sir Samuel Grimston,Sir,Samuel,Grimston,,,male,IN,1644,IN,1700
10007145,16049,Benjamin Langwith,,Benjamin,Langwith,,,male,IN,1684,IN,1743
10012059,27666,Joseph Trapp,,Joseph,Trapp,,,male,IN,1679,IN,1747
10006620,14807,Thomas Jevon,,Thomas,Jevon,,,male,IN,1651,IN,1688
10010953,25239,Edward Sharpham,,Edward,Sharpham,,,male,IN,1576,IN,1608
10004594,66140,Thomas Froysell,,Thomas,Froysell,,,male,IN,1610,IN,1673
10003722,8119,Isaac Dubourdieu,,Isaac,Dubourdieu,,,male,CA,1597,CA,1700
10003723,8120,Jean Dubourdieu,,Jean,Dubourdieu,,,male,CA,1643,CA,1720
10003377,7387,Henry Deane,,Henry,Deane,,,male,IN,1440,IN,1503
10003081,6806,William Crosse,,William,Crosse,,,male,IN,1589,BF,1699
10001090,2456,George Birket,,George,Birket,,,male,IN,1549,IN,1614
10013307,76634,Wanchese,,Wanchese,,,,male,IN,1584,IN,1586
10012418,28429,Humphrey Walcot,,Humphrey,Walcot,,,male,IN,1586,IN,1650
10010027,70099,Richard Pygott,,Richard,Pygott,,,male,AF,1439,IN,1549
10012219,28020,Sir John Urry,Sir,John,Urry,,,male,AF,1540,IN,1650
10006986,15682,James Kirkwood,,James,Kirkwood,,,male,CA,1650,AF/IN,1709
10004984,11008,Vincent Gookin,,Vincent,Gookin,,,male,IN,1616,IN,1659
10010119,23152,John Rastrick,,John,Rastrick,,,male,IN,1650,IN,1727
10011700,0,Peter Studley,,Peter,Studley,,,male,BF,1600,IN,1648
10007243,16240,Richard Leake,,Richard,Leake,,,male,IN,1629,IN,1696
10005719,12725,Sir John Hay,Sir,John,Hay,,,male,IN,1578,IN,1654
10009280,21211,Samuel Palmer,,Samuel,Palmer,,,male,AF,1614,IN,1724
10002352,5204,William Chedsey,,William,Chedsey,,,male,IN,1510,CA,1577
10011380,60982,Henry Spittall,,Henry,Spittall,,,male,AF,1426,IN,1536
10005341,11835,Francis Hacker,,Francis,Hacker,,,male,AF,1550,IN,1660
10009281,21212,Samuel Palmer,,Samuel,Palmer,,,male,IN,1692,IN,1732
10005033,11100,George Goring,,George,Goring,,,male,IN,1608,IN,1657
10005008,66292,Jean Gordon,,Jean,Gordon,,,male,IN,1546,IN,1629
10005959,13289,Richard Hill,,Richard,Hill,,,male,IN,1655,IN,1727
10000031,57,Roger Acherley,,Roger,Acherley,,,male,CA,1662,IN,1740
10011034,25380,Thomas Sherlock,,Thomas,Sherlock,,,male,IN,1677,IN,1761
10000112,335,William Alexander,,William,Alexander,,,male,IN,1577,IN,1640
10010297,23629,Lancelot Ridley,,Lancelot,Ridley,,,male,AF,1466,IN,1576
10006631,14868,Charles Johnson,,Charles,Johnson,,,male,CA,1679,IN,1748
10002354,64776,Sarah Cheevers,,Sarah,Cheevers,,,female,CA,1608,CA,1664
10005496,12205,Sir Thomas Hanmer,Sir,Thomas,Hanmer,,,male,IN,1677,IN,1746
10006434,14311,Sir Richard Hutton,Sir,Richard,Hutton,,,male,IN,1561,IN,1639
10004036,45814,Katharine Evans,,Katharine,Evans,,,female,IN,1618,IN,1692
10003943,8717,Sir William Ellis,Sir,William,Ellis,,,male,IN,1641,IN,1732
10012337,28251,Antonio Verrio,,Antonio,Verrio,,,male,IN,1639,IN,1707
10003085,6814,John Crouch,,John,Crouch,,,male,CA,1615,AF/IN,1680
10001092,2462,William Birnie,,William,Birnie,,,male,IN,1563,IN,1619
10010028,22925,Thomas Pyle,,Thomas,Pyle,,,male,IN,1674,IN,1756
10003114,71077,John Culpeper,,John,Culpeper,,,male,IN,1644,IN,1691
10010162,23233,John Reading,,John,Reading,,,male,IN,1587,IN,1667
10007160,16073,Marcellus Laroon the elder,,Marcellus,Laroon,the elder,,male,IN,1648,IN,1702
10006683,15006,Griffith Jones,,Griffith,Jones,,,male,IN,1684,IN,1761
10002355,66086,Sir John Cheisly of Cresswell,Sir,John,Cheisly,of Cresswell,,male,AF,1567,IN,1677
10000739,1597,Edward Barton,,Edward,Barton,,,male,IN,1562,IN,1598
10002060,4630,John Carew,,John,Carew,,,male,IN,1622,IN,1660
10009036,20638,Patrick O'Healy,,Patrick,O'Healy,,,male,AF,1469,IN,1579
10006833,15368,Gilbert Kennedy,,Gilbert,Kennedy,,,male,IN,1517,IN,1558
10010843,25031,Francis Seager,,Francis,Seager,,,male,IN,1549,IN,1563
10000492,1034,Sir Henry Bagenal,Sir,Henry,Bagenal,,,male,IN,1556,IN,1598
10012801,53891,Samuel White,,Samuel,White,,,male,IN,1650,IN,1689
10007185,16131,Thomas Laurence,,Thomas,Laurence,,,male,IN,1597,IN,1657
10008413,19068,Hugh Montgomery,,Hugh,Montgomery,,,male,BF/IN,1626,IN,1663
10003968,8783,Edmund Elys,,Edmund,Elys,,,male,IN,1633,IN,1708
10007761,69916,Angus MacDonald of Dunyvaig and the Glens,,Angus,MacDonald,of Dunyvaig and the Glens,,male,IN,1548,IN,1613
10012407,28399,Sir Joseph Wagstaffe,Sir,Joseph,Wagstaffe,,,male,CA,1611,IN,1666
10012372,28322,Richard Vines,,Richard,Vines,,,male,IN,1599,IN,1656
10005310,69904,Alexander Guthrie,,Alexander,Guthrie,,,male,AF,1472,IN,1582
10002061,61144,Martha Carew,,Martha,Carew,,,female,IN,1500,IN,1572
10012274,28156,John Vaus,,John,Vaus,,,male,IN,1484,IN,1539
10000768,45808,Mary Bassett,,Mary,Bassett,,,female,AF,1462,IN,1572
10006043,13694,John Hoker,,John,Hoker,,,male,IN,1525,IN,1543
10004748,10482,Allan Geare,,Allan,Geare,,,male,IN,1622,IN,1662
10002224,37269,Michael Cavendish,,Michael,Cavendish,,,male,IN,1565,IN,1628
10008150,18463,John Mayow,,John,Mayow,,,male,IN,1641,IN,1679
10001226,2760,Hector Boece,,Hector,Boece,,,male,IN,1465,IN,1536
10009601,22030,Robert Peterson,,Robert,Peterson,,,male,IN,1562,IN,1606
10009038,20651,Dermot O'Hurley,,Dermot,O'Hurley,,,male,IN,1530,IN,1584
10006644,14908,Maurice Johnson,,Maurice,Johnson,,,male,IN,1688,IN,1755
10004049,68254,Mary Evelyn,,Mary,Evelyn,,,female,IN,1665,IN,1685
10001415,0,Michael Boyle,,Michael,Boyle,,,male,IN,1609,IN,1702
10003617,7899,James Douglas,,James,Douglas,,,male,IN,1675,IN,1742
10002148,4812,Christopher Cartwright,,Christopher,Cartwright,,,male,IN,1602,IN,1658
10005433,12061,Elizabeth Hamilton,,Elizabeth,Hamilton,,,female,IN,1641,IN,1708
10008430,19121,John Moore,,John,Moore,,,male,AF,1509,IN,1619
10004366,9685,George Fleetwood,,George,Fleetwood,,,male,IN,1623,AF/IN,1664
10005655,12593,Thomas Hatcher,,Thomas,Hatcher,,,male,AF,1473,IN,1583
10007178,16115,Sir John Lauder,Sir,John,Lauder,,,male,IN,1646,IN,1722
10004191,9295,Elijah Fenton,,Elijah,Fenton,,,male,IN,1683,IN,1730
10007762,69918,Donald Dubh MacDonald,,Donald Dubh,MacDonald,,,male,AF,1435,IN,1545
10000139,388,Thomas Allen,,Thomas,Allen,,,male,IN,1608,IN,1673
10008416,19073,Sir Robert Montgomery of Skelmorlie,Sir,Robert,Montgomery,of Skelmorlie,,male,IN,1680,IN,1731
10003858,8437,John Eccles,,John,Eccles,,,male,IN,1668,IN,1735
10006950,15624,Thomas Kingsmill,,Thomas,Kingsmill,,,male,AF,1495,CA,1605
10006836,68267,James Kennedy,,James,Kennedy,,,male,IN,1662,IN,1686
10003299,7196,John Davenant,,John,Davenant,,,male,IN,1572,IN,1641
10004670,10329,Hannibal Gamon,,Hannibal,Gamon,,,male,IN,1582,IN,1650
10004675,10345,Tobias Garbrand,,Tobias,Garbrand,,,male,AF,1579,IN,1689
10009190,20984,Alice Owen,,Alice,Owen,,,female,IN,1547,IN,1613
10006131,13655,Jodocus Hondius,,Jodocus,Hondius,,,male,IN,1563,IN,1612
10008595,19480,William Mucklow,,William,Mucklow,,,male,CA,1630,IN,1713
10011228,25887,Richard Smith,,Richard,Smith,,,male,IN,1590,IN,1675
10004672,10337,William Gandy,,William,Gandy,,,male,AF,1619,IN,1729
10006991,15693,John Kite,,John,Kite,,,male,AF,1427,IN,1537
10011892,38061,Maurice Thomson,,Maurice,Thomson,,,male,IN,1604,IN,1676
10002356,5210,Henry Cheke,,Henry,Cheke,,,male,IN,1548,IN,1586
10009956,22797,James Primrose,,James,Primrose,,,male,AF,1530,IN,1640
10010185,23313,Assuerus Regemorter,,Assuerus,Regemorter,,,male,IN,1615,IN,1650
10007933,17962,Roger Manners,,Roger,Manners,,,male,IN,1576,IN,1612
10005720,12726,John Hay,,John,Hay,,,male,IN,1626,IN,1697
10013224,30193,John Yates,,John,Yates,,,male,AF,1547,IN,1657
10011493,68749,John Starkey,,John,Starkey,,,male,IN,1697,IN,1765
10004048,53216,Mary Evelyn,,Mary,Evelyn,,,female,IN,1635,IN,1709
10000839,1824,James Beaton,,James,Beaton,,,male,IN,1473,IN,1539
10007134,16019,Sir William Langhorne,Sir,William,Langhorne,,,male,IN,1634,IN,1715
10001867,4191,James Butler,,James,Butler,,,male,IN,1610,IN,1688
10009929,22745,Daniel Price,,Daniel,Price,,,male,IN,1581,IN,1631
10011835,27110,Henry Temple,,Henry,Temple,,,male,IN,1676,IN,1757
10012336,28250,Jean Veron,,Jean,Veron,,,male,AF,1453,IN,1563
10002960,6577,John Craig,,John,Craig,,,male,IN,1663,IN,1731
10010758,24779,Sir Charles Scarburgh,Sir,Charles,Scarburgh,,,male,IN,1615,IN,1694
10002543,37293,Richard Clerke,,Richard,Clerke,,,male,IN,1572,IN,1596
10013019,29776,Ralph Winterton,,Ralph,Winterton,,,male,IN,1601,IN,1636
10007937,17982,Sir Richard Manningham,Sir,Richard,Manningham,,,male,IN,1685,IN,1759
10006685,15016,Hugh Jones,,Hugh,Jones,,,male,IN,1508,IN,1574
10013010,29758,John Winstanley,,John,Winstanley,,,male,CA,1677,IN,1750
10008514,19274,Sir Richard Morison,Sir,Richard,Morison,,,male,IN,1510,IN,1556
10009285,21221,William Palmer,,William,Palmer,,,male,IN,1538,IN,1605
10010030,22930,William Pynchon,,William,Pynchon,,,male,IN,1590,IN,1662
10007423,67256,Elizabeth Lilburne,,Elizabeth,Lilburne,,,female,BF,1641,IN,1660
10009047,20762,Rory O'More,,Rory,O'More,,,male,CA,1592,AF/IN,1666
10007072,39770,James Lacy,,James,Lacy,,,male,IN,1696,IN,1774
10013080,40796,Thomas Wolsey,,Thomas,Wolsey,,,male,AF,1500,IN,1610
10004493,9958,James Foster,,James,Foster,,,male,IN,1697,IN,1753
10004127,9149,Sir Richard Fanshawe,Sir,Richard,Fanshawe,,,male,IN,1608,IN,1666
10001229,70859,James Boevey,,James,Boevey,,,male,IN,1622,IN,1696
10005762,12842,Sir Robert Heath,Sir,Robert,Heath,,,male,IN,1575,IN,1649
10007349,16496,John Leslie,,John,Leslie,,,male,IN,1679,IN,1722
10012888,66353,Elizabeth Wilkinson,,Elizabeth,Wilkinson,,,female,IN,1612,IN,1654
10009101,20612,John Ogle,,John,Ogle,,,male,CA,1652,CA,1692
10009448,21645,John Payne,,John,Payne,,,male,AF,1538,BF/IN,1648
10010300,68881,Robert Ridley,,Robert,Ridley,,,male,AF,1426,CA,1536
10001635,3665,Sir Anthony Browne,Sir,Anthony,Browne,,,male,IN,1500,IN,1548
10003515,7652,Arthur Dillon,,Arthur,Dillon,,,male,IN,1670,IN,1733
10007427,16657,George Lillo,,George,Lillo,,,male,IN,1691,IN,1739
10008652,19654,William Murray,,William,Murray,,,male,IN,1689,IN,1746
10008012,18173,Anthony Marten,,Anthony,Marten,,,male,IN,1542,IN,1597
10007188,16150,John Law,,John,Law,,,male,IN,1671,IN,1729
10004893,10847,Roger Goad,,Roger,Goad,,,male,IN,1538,IN,1610
10007191,16154,William Law,,William,Law,,,male,IN,1686,IN,1761
10004759,63632,Joshua Gee,,Joshua,Gee,,,male,IN,1667,IN,1730
10010086,23077,Andrew Michael Ramsay,,Andrew Michael,Ramsay,,,male,IN,1686,IN,1743
10012654,58161,Humphrey Weld,,Humphrey,Weld,,,male,IN,1612,IN,1685
10012911,29492,Sir David Williams,Sir,David,Williams,,,male,IN,1550,IN,1613
10003859,8438,Solomon Eccles,,Solomon,Eccles,,,male,CA,1617,IN,1682
10011869,27184,Thomas Thirlby,,Thomas,Thirlby,,,male,IN,1500,IN,1570
10001962,4431,William Camden,,William,Camden,,,male,IN,1551,IN,1623
10003040,6734,Richard Croke,,Richard,Croke,,,male,IN,1489,IN,1558
10003665,8022,Sir Francis Drake,Sir,Francis,Drake,,,male,IN,1540,IN,1596
10009744,22342,Thomas Pittis,,Thomas,Pittis,,,male,IN,1636,IN,1687
10004050,67394,Edmund Everard,,Edmund,Everard,,,male,IN,1673,IN,1691
10010612,24462,Sir Ralph Sadler,Sir,Ralph,Sadler,,,male,IN,1507,IN,1587
10006136,13668,Sir Robert Honywood,Sir,Robert,Honywood,,,male,IN,1601,IN,1686
10007453,16715,Robert Lindsay of Pitscottie,,Robert,Lindsay,of Pitscottie,,male,IN,1532,IN,1586
10005560,12363,John Harper,,John,Harper,,,male,AF,1632,IN,1742
10003191,7577,Sir Simonds D'Ewes,Sir,Simonds,D'Ewes,,,male,IN,1602,IN,1650
10003618,7905,Lady Jane Douglas,Lady,Jane,Douglas,,,female,IN,1698,IN,1753
10003945,8726,Thomas Ellwood,,Thomas,Ellwood,,,male,IN,1639,IN,1713
10004242,9391,Nathan Field,,Nathan,Field,,,male,IN,1587,IN,1619
10002225,4941,Richard Cavendish,,Richard,Cavendish,,,male,IN,1530,IN,1601
10005985,13340,James Hind,,James,Hind,,,male,IN,1616,IN,1652
10008417,19077,William Montgomery,,William,Montgomery,,,male,IN,1633,IN,1707
10005298,67789,Anne Gunter,,Anne,Gunter,,,female,IN,1584,BF,1694
10008521,19288,John Morley,,John,Morley,,,male,IN,1656,IN,1732
10007346,16494,John Leslie,,John,Leslie,,,male,IN,1571,IN,1671
10003467,7558,Sir William Dethick,Sir,William,Dethick,,,male,IN,1543,IN,1612
10007806,94832,Colin Mackenzie,,Colin,Mackenzie,,,male,IN,1697,IN,1775
10002357,5211,Sir John Cheke,Sir,John,Cheke,,,male,IN,1514,IN,1557
10006042,65312,Sir Henry Hoghton,Sir,Henry,Hoghton,,,male,IN,1676,IN,1768
10005877,13129,Thomas Heskyns,,Thomas,Heskyns,,,male,IN,1540,IN,1565
10009295,0,Gregorio Panzani,,Gregorio,Panzani,,,male,BF,1620,IN,1662
10002833,6292,Richard Corbett,,Richard,Corbett,,,male,IN,1582,IN,1635
10010803,69229,Robert Scott,,Robert,Scott,,,male,BF/IN,1632,IN,1709
10009110,56444,Hugh Oldcastle,,Hugh,Oldcastle,,,male,AF,1433,IN,1543
10009881,22656,Martin Powell,,Martin,Powell,,,male,AF,1615,BF/IN,1725
10003193,8009,Thomas D'Oylie,,Thomas,D'Oylie,,,male,IN,1548,IN,1603
10006036,13459,James Hog,,James,Hog,,,male,AF,1626,CA,1736
10010031,94296,Hugh Pyne,,Hugh,Pyne,,,male,IN,1569,IN,1628
10003727,8132,Robert Duckenfield,,Robert,Duckenfield,,,male,IN,1619,IN,1689
10005721,12728,John Hay,,John,Hay,,,male,IN,1645,IN,1713
10002640,5853,Humfrey Cole,,Humfrey,Cole,,,male,CA,1530,IN,1591
10003772,8240,William Duncombe,,William,Duncombe,,,male,IN,1690,IN,1769
10004719,60701,Sarah Gater,,Sarah,Gater,,,female,IN,1605,IN,1656
10008572,19424,John Mottley,,John,Mottley,,,male,IN,1692,IN,1750
10005434,12065,Gavin Hamilton,,Gavin,Hamilton,,,male,IN,1561,IN,1612
10011398,26182,George Sprot,,George,Sprot,,,male,AF,1498,IN,1608
10001588,3510,John Bromley,,John,Bromley,,,male,IN,1653,IN,1718
10011238,69171,Thomas Smith,,Thomas,Smith,,,male,IN,1547,IN,1573
10002835,6296,William Corbett,,William,Corbett,,,male,CA,1680,IN,1748
10009090,20595,James Ogilvy,,James,Ogilvy,,,male,IN,1540,IN,1606
10007514,16834,Sir Godfrey Lloyd,Sir,Godfrey,Lloyd,,,male,AF,1608,CA,1671
10010301,23632,Sir Thomas Ridley,Sir,Thomas,Ridley,,,male,BF,1548,IN,1629
10006340,14084,Lewis Hughes,,Lewis,Hughes,,,male,CA,1570,AF/IN,1646
10000769,0,"William Bassett of Blore, Staffordshire",,William,Bassett,"of Blore, Staffordshire",,male,BF,1585,AF,1618
10010909,25134,Samuel Sewall,,Samuel,Sewall,,,male,IN,1652,IN,1730
10013035,29793,George Wishart,,George,Wishart,,,male,CA,1513,IN,1546
10003080,6805,Robert Crosse,,Robert,Crosse,,,male,IN,1604,IN,1683
10006971,15654,Elisha Kirkall,,Elisha,Kirkall,,,male,IN,1681,IN,1742
